-74.9633789	-9.363574144014123e-16	-1.895629465670483e-15	0	0	0	0	-2.8268e-06	-3.499999792211383e-07	1.00000251
-74.8901367	1.029156921334738e-15	-3.532026830428059e-15	0	0	0	0	-2.7628e-06	-4.999999703159119e-08	1.0000026
-74.8168945	-1.124741455149659e-15	-7.116240253917306e-15	0	0	0	0	-2.6991e-06	-7.500000123172867e-07	1.00000269
-74.74365229999999	-7.420208161794059e-15	-5.91189025466066e-15	0	0	0	0	-2.6357e-06	-4.499999874951754e-07	1.00000272
-74.67041020000001	-3.853038619712032e-15	-8.387093458726061e-15	0	0	0	0	-2.5726e-06	-3.000000106112566e-07	1.00000278
-74.597168	-4.560715594971192e-17	-7.303358830497661e-15	0	0	0	0	-2.5098e-06	1.4210854715202e-14	1.00000279
-74.5239258	5.118277720443235e-15	-1.258680874809104e-14	0	0	0	0	-2.4473e-06	2.999999964004019e-07	1.00000276
-74.4506836	7.540862707480403e-15	-1.389660979216948e-14	0	0	0	0	-2.3851e-06	5.99999978589949e-07	1.00000268
-74.3774414	1.168201068084962e-14	-8.817510040966739e-15	0	0	0	0	-2.3232e-06	-9.999997985232767e-08	1.0000026
-74.3041992	1.420681255015958e-14	-1.992731224300354e-16	0	0	0	0	-2.2615e-06	2.000000023372195e-07	1.00000246
-74.230957	1.456568175904564e-14	2.098483680556415e-15	0	0	0	0	-2.2002e-06	4.999999845267666e-07	1.00000229
-74.15771479999999	2.62838210104479e-14	1.967614451055504e-15	0	0	0	0	-2.1391e-06	8.000000235597327e-07	1.00000204
-74.08447270000001	8.978893798446758e-15	4.44827833161881e-15	0	0	0	0	-2.0783e-06	9.499999862327968e-07	1.00000175
-74.0112305	-7.740443208633016e-15	5.722220837254819e-16	0	0	0	0	-2.0178e-06	2.500000135796654e-07	1.00000145
-73.9379883	-1.356256900503902e-14	4.006592105070292e-15	0	0	0	0	-1.9576e-06	5.499999957692125e-07	1.0000011
-73.8647461	-2.103995012540418e-14	-1.022222831446424e-15	0	0	0	0	-1.8977e-06	8.499999921696144e-07	1.00000075
-73.7915039	-2.570376498081204e-14	1.693030533443759e-15	0	0	0	0	-1.8381e-06	1.150000016991726e-06	1.00000042
-73.7182617	-2.230439448864164e-14	1.211247839119303e-16	0	0	0	0	-1.7788e-06	1.449999999181273e-06	1.00000011
-73.6450195	-2.144041877700234e-14	3.527756423972443e-16	0	0	0	0	-1.7198e-06	7.499999838955773e-07	0.99999984
-73.57177729999999	-2.051387680623821e-14	-5.212409937710209e-15	0	0	0	0	-1.661e-06	1.050000022928543e-06	0.999999645
-73.49853520000001	-1.36731820281945e-14	-1.126107933382128e-14	0	0	0	0	-1.6026e-06	1.199999985601607e-06	0.999999507
-73.425293	-1.968769328113608e-15	-6.306135730221336e-15	0	0	0	0	-1.5444e-06	5.000000129484761e-07	0.999999443
-73.3520508	-2.479241133626808e-16	-1.583288397313866e-15	0	0	0	0	-1.4865e-06	7.999999951380232e-07	0.99999943
-73.2788086	5.726706120794294e-15	5.752871937553548e-15	0	0	0	0	-1.429e-06	1.099999991538425e-06	0.999999441
-73.2055664	9.467440901155681e-15	9.30528280418183e-15	0	0	0	0	-1.3717e-06	1.400000016360536e-06	0.9999994639999999
-73.1323242	4.738988378241332e-15	2.017956702052702e-14	0	0	0	0	-1.3147e-06	7.000000010748408e-07	0.9999994760000001
-73.059082	6.021889893190568e-15	1.885706864388221e-14	0	0	0	0	-1.258e-06	9.99999983264388e-07	0.999999463
-72.98583979999999	6.432496367490013e-15	2.525254995405792e-14	0	0	0	0	-1.2015e-06	1.300000022297354e-06	0.999999405
-72.91259770000001	9.757444224474072e-15	2.122912311247361e-14	0	0	0	0	-1.1454e-06	4.499999874951754e-07	0.999999283
-72.8393555	-1.12368745223093e-15	2.334103275612059e-14	0	0	0	0	-1.0896e-06	7.500000123172867e-07	0.999999082
-72.7661133	9.470200375679521e-15	2.249600968051258e-14	0	0	0	0	-1.034e-06	1.049999994506834e-06	0.99999881
-72.6928711	-1.839551069268826e-15	2.174878934232432e-14	0	0	0	0	-9.787700000000001e-07	3.499999792211383e-07	0.999998476
-72.6196289	1.226854647752938e-14	2.64897407580048e-14	0	0	0	0	-9.237999999999999e-07	6.500000182541044e-07	0.999998087
-72.5463867	2.061670682951143e-16	2.642428310706559e-14	0	0	0	0	-8.6912e-07	9.500000004436515e-07	0.999997694
-72.4731445	-1.34658364010395e-15	2.598748621496622e-14	0	0	0	0	-8.1473e-07	2.49999985157956e-07	0.999997344
-72.39990229999999	-8.553378683841777e-15	1.847315868990944e-14	0	0	0	0	-7.6064e-07	5.500000099800673e-07	0.999997146
-72.32666020000001	-1.071021580424071e-14	1.359645357642488e-14	0	0	0	0	-7.0683e-07	6.999999868639861e-07	0.999997075
-72.253418	-7.276245416067289e-15	1.57591752857574e-14	0	0	0	0	-6.5331e-07	1.4210854715202e-14	0.999997086
-72.1801758	-6.796482185294548e-15	1.19855963935442e-14	0	0	0	0	-6.0008e-07	2.999999964004019e-07	0.999997189
-72.1069336	-5.793896021193904e-15	1.449913826995242e-14	0	0	0	0	-5.4715e-07	-4.000000188852937e-07	0.999997458
-72.0336914	-8.412741742187192e-15	1.232332478665986e-14	0	0	0	0	-4.945e-07	-9.999997985232767e-08	0.999997846
-71.9604492	-5.100112566960174e-15	7.432565307001743e-15	0	0	0	0	-4.4214e-07	2.000000023372195e-07	0.999998327
-71.887207	-9.554741395505745e-15	8.159511583264894e-16	0	0	0	0	-3.9008e-07	-5.000000129484761e-07	0.999998932
-71.81396479999999	-8.110931748069051e-15	-1.211723793339791e-15	0	0	0	0	-3.383e-07	-1.999999881263648e-07	0.999999545
-71.74072270000001	-2.138539108565681e-15	-1.778390738659691e-15	0	0	0	0	-2.8681e-07	-5.000001124244591e-08	1.00000017
-71.6674805	-2.633629859790528e-15	5.713714729149477e-16	0	0	0	0	-2.3562e-07	2.500000135796654e-07	1.00000075
-71.5942383	-1.022316609178125e-14	4.039143456392748e-15	0	0	0	0	-1.8471e-07	-4.500000017060302e-07	1.0000012
-71.5209961	-1.106069584145391e-14	3.131966920711161e-15	0	0	0	0	-1.341e-07	-1.50000019516483e-07	1.00000146
-71.4477539	-1.038968662522326e-14	8.268212238906425e-15	0	0	0	0	-8.3771e-08	1.50000019516483e-07	1.0000016
-71.3745117	-1.558308096002321e-14	1.020986295858998e-14	0	0	0	0	-3.3735e-08	4.500000017060302e-07	1.00000164
-71.3012695	-2.132013874240255e-14	6.352719014357047e-15	0	0	0	0	1.6009e-08	-2.500000135796654e-07	1.0000016
-71.22802729999999	-2.519240537494476e-14	-1.20589396263784e-15	0	0	0	0	2.2203e-07	5.000001124244591e-08	1.00000146
-71.15478520000001	-2.510864484293929e-14	-1.754371833288267e-14	0	0	0	0	4.1457e-07	1.999999881263648e-07	1.0000012
-71.081543	-1.168941161254009e-14	-2.131113358100011e-14	0	0	0	0	5.9421e-07	5.000000129484761e-07	1.00000088
-71.0083008	-1.163652687005337e-14	-2.04274303932007e-14	0	0	0	0	7.564e-07	7.999999951380232e-07	1.00000056
-70.9350586	-8.297302297954879e-15	-1.084189904967058e-14	0	0	0	0	9.0262e-07	9.999997985232767e-08	1.00000024
-70.8618164	-5.681051251751515e-15	-7.379380371118468e-15	0	0	0	0	1.03e-06	4.000000188852937e-07	1
-70.7885742	-6.24114100317765e-15	-9.801146659962258e-15	0	0	0	0	1.1421e-06	7.000000010748408e-07	0.999999817
-70.715332	-6.326552926937379e-15	-1.494454987879553e-14	0	0	0	0	1.238e-06	-1.4210854715202e-14	0.999999677
-70.64208979999999	-3.437968757516694e-18	-1.730022354255041e-14	0	0	0	0	1.3203e-06	3.000000106112566e-07	0.999999587
-70.56884770000001	2.771340578634405e-15	-1.667392960861413e-14	0	0	0	0	1.3868e-06	4.499999874951754e-07	0.999999514
-70.4956055	3.106714071002198e-15	-1.593100637429421e-14	0	0	0	0	1.441e-06	7.500000123172867e-07	0.99999947
-70.4223633	6.898287729971772e-15	-1.253716976441581e-14	0	0	0	0	1.4822e-06	4.999999703159119e-08	0.999999439
-70.3491211	6.66374182763476e-15	-3.943873758668105e-15	0	0	0	0	1.5111e-06	3.499999792211383e-07	0.999999404
-70.2758789	3.631373750034669e-15	9.476250946541848e-16	0	0	0	0	1.5256e-06	6.500000182541044e-07	0.999999349
